Throw_Count,Simulation_Number,Dice_Rolls,Positions,Final_Position,Distance_to_A
8,65,"[2, 1, 5, 2, 2, 5, 2, 1]","['C', 'D', 'A', 'C', 'E', 'B', 'D', 'E']",E,4
8,66,"[3, 4, 3, 6, 4, 5, 6, 2]","['D', 'H', 'C', 'A', 'E', 'B', 'H', 'B']",B,7
8,67,"[5, 3, 1, 5, 6, 4, 5, 4]","['F', 'A', 'B', 'G', 'E', 'A', 'F', 'B']",B,7
8,68,"[6, 5, 3, 3, 4, 5, 4, 2]","['G', 'D', 'G', 'B', 'F', 'C', 'G', 'A']",A,0
8,69,"[5, 6, 6, 5, 6, 3, 2, 3]","['F', 'D', 'B', 'G', 'E', 'H', 'B', 'E']",E,4
8,70,"[6, 4, 4, 6, 4, 4, 3, 3]","['G', 'C', 'G', 'E', 'A', 'E', 'H', 'C']",C,6
8,71,"[6, 6, 6, 1, 5, 2, 3, 4]","['G', 'E', 'C', 'D', 'A', 'C', 'F', 'B']",B,7
8,72,"[2, 1, 1, 1, 5, 5, 4, 2]","['C', 'D', 'E', 'F', 'C', 'H', 'D', 'F']",F,3
8,73,"[1, 4, 2, 4, 2, 3, 2, 6]","['B', 'F', 'H', 'D', 'F', 'A', 'C', 'A']",A,0
8,74,"[3, 6, 6, 6, 6, 6, 1, 4]","['D', 'B', 'H', 'F', 'D', 'B', 'C', 'G']",G,2
8,75,"[6, 6, 1, 5, 1, 4, 6, 6]","['G', 'E', 'F', 'C', 'D', 'H', 'F', 'D']",D,5
8,76,"[2, 2, 4, 3, 4, 1, 5, 5]","['C', 'E', 'A', 'D', 'H', 'A', 'F', 'C']",C,6
8,77,"[1, 4, 4, 5, 5, 4, 5, 6]","['B', 'F', 'B', 'G', 'D', 'H', 'E', 'C']",C,6
8,78,"[3, 5, 6, 4, 5, 1, 2, 6]","['D', 'A', 'G', 'C', 'H', 'A', 'C', 'A']",A,0
8,79,"[2, 1, 2, 6, 4, 3, 4, 2]","['C', 'D', 'F', 'D', 'H', 'C', 'G', 'A']",A,0
8,80,"[6, 4, 2, 1, 3, 3, 3, 3]","['G', 'C', 'E', 'F', 'A', 'D', 'G', 'B']",B,7
8,81,"[4, 1, 6, 4, 1, 4, 4, 4]","['E', 'F', 'D', 'H', 'A', 'E', 'A', 'E']",E,4
8,82,"[2, 2, 4, 1, 1, 6, 5, 5]","['C', 'E', 'A', 'B', 'C', 'A', 'F', 'C']",C,6
8,83,"[6, 1, 4, 3, 3, 3, 1, 4]","['G', 'H', 'D', 'G', 'B', 'E', 'F', 'B']",B,7
8,84,"[5, 1, 6, 1, 3, 4, 5, 1]","['F', 'G', 'E', 'F', 'A', 'E', 'B', 'C']",C,6
8,85,"[5, 1, 6, 1, 3, 2, 4, 5]","['F', 'G', 'E', 'F', 'A', 'C', 'G', 'D']",D,5
8,86,"[1, 2, 6, 3, 2, 3, 4, 6]","['B', 'D', 'B', 'E', 'G', 'B', 'F', 'D']",D,5
8,87,"[5, 6, 6, 2, 3, 2, 1, 4]","['F', 'D', 'B', 'D', 'G', 'A', 'B', 'F']",F,3
8,88,"[6, 5, 3, 6, 1, 3, 1, 4]","['G', 'D', 'G', 'E', 'F', 'A', 'B', 'F']",F,3
8,89,"[6, 6, 4, 6, 2, 3, 5, 3]","['G', 'E', 'A', 'G', 'A', 'D', 'A', 'D']",D,5
8,90,"[3, 5, 5, 1, 3, 1, 5, 5]","['D', 'A', 'F', 'G', 'B', 'C', 'H', 'E']",E,4
8,91,"[6, 6, 2, 6, 3, 1, 6, 5]","['G', 'E', 'G', 'E', 'H', 'A', 'G', 'D']",D,5
8,92,"[1, 3, 4, 5, 4, 2, 1, 1]","['B', 'E', 'A', 'F', 'B', 'D', 'E', 'F']",F,3
8,93,"[5, 3, 3, 6, 5, 3, 2, 1]","['F', 'A', 'D', 'B', 'G', 'B', 'D', 'E']",E,4
8,94,"[3, 5, 1, 2, 5, 6, 1, 4]","['D', 'A', 'B', 'D', 'A', 'G', 'H', 'D']",D,5
8,95,"[6, 3, 3, 2, 5, 3, 4, 4]","['G', 'B', 'E', 'G', 'D', 'G', 'C', 'G']",G,2
8,96,"[1, 3, 3, 1, 6, 5, 2, 6]","['B', 'E', 'H', 'A', 'G', 'D', 'F', 'D']",D,5
8,97,"[3, 5, 4, 4, 3, 6, 1, 2]","['D', 'A', 'E', 'A', 'D', 'B', 'C', 'E']",E,4
8,98,"[6, 5, 5, 5, 5, 3, 1, 1]","['G', 'D', 'A', 'F', 'C', 'F', 'G', 'H']",H,1
8,99,"[4, 6, 2, 5, 5, 2, 4, 3]","['E', 'C', 'E', 'B', 'G', 'A', 'E', 'H']",H,1
8,100,"[1, 5, 6, 1, 4, 1, 3, 1]","['B', 'G', 'E', 'F', 'B', 'C', 'F', 'G']",G,2
8,101,"[6, 2, 4, 2, 1, 6, 2, 6]","['G', 'A', 'E', 'G', 'H', 'F', 'H', 'F']",F,3
8,102,"[5, 5, 5, 2, 3, 2, 5, 3]","['F', 'C', 'H', 'B', 'E', 'G', 'D', 'G']",G,2
8,103,"[3, 6, 6, 4, 6, 4, 2, 2]","['D', 'B', 'H', 'D', 'B', 'F', 'H', 'B']",B,7
8,104,"[1, 3, 3, 2, 6, 5, 1, 2]","['B', 'E', 'H', 'B', 'H', 'E', 'F', 'H']",H,1
8,105,"[2, 1, 3, 4, 6, 6, 6, 4]","['C', 'D', 'G', 'C', 'A', 'G', 'E', 'A']",A,0
8,106,"[3, 4, 2, 5, 5, 5, 3, 1]","['D', 'H', 'B', 'G', 'D', 'A', 'D', 'E']",E,4
8,107,"[2, 1, 2, 1, 3, 4, 4, 6]","['C', 'D', 'F', 'G', 'B', 'F', 'B', 'H']",H,1
8,108,"[2, 3, 6, 6, 5, 1, 6, 2]","['C', 'F', 'D', 'B', 'G', 'H', 'F', 'H']",H,1
8,109,"[1, 2, 6, 1, 1, 1, 4, 4]","['B', 'D', 'B', 'C', 'D', 'E', 'A', 'E']",E,4
8,110,"[3, 3, 6, 2, 1, 6, 1, 6]","['D', 'G', 'E', 'G', 'H', 'F', 'G', 'E']",E,4
8,111,"[3, 2, 3, 6, 4, 6, 1, 1]","['D', 'F', 'A', 'G', 'C', 'A', 'B', 'C']",C,6
8,112,"[6, 1, 4, 3, 2, 4, 3, 6]","['G', 'H', 'D', 'G', 'A', 'E', 'H', 'F']",F,3
8,113,"[4, 6, 2, 1, 5, 5, 2, 6]","['E', 'C', 'E', 'F', 'C', 'H', 'B', 'H']",H,1
8,114,"[5, 5, 5, 2, 3, 6, 1, 6]","['F', 'C', 'H', 'B', 'E', 'C', 'D', 'B']",B,7
8,115,"[2, 1, 4, 3, 3, 6, 6, 3]","['C', 'D', 'H', 'C', 'F', 'D', 'B', 'E']",E,4
8,116,"[4, 6, 2, 6, 3, 2, 5, 4]","['E', 'C', 'E', 'C', 'F', 'H', 'E', 'A']",A,0
8,117,"[6, 3, 1, 4, 2, 2, 6, 6]","['G', 'B', 'C', 'G', 'A', 'C', 'A', 'G']",G,2
8,118,"[3, 3, 1, 4, 2, 5, 5, 6]","['D', 'G', 'H', 'D', 'F', 'C', 'H', 'F']",F,3
8,119,"[1, 1, 5, 4, 3, 3, 1, 3]","['B', 'C', 'H', 'D', 'G', 'B', 'C', 'F']",F,3
8,120,"[2, 6, 4, 1, 2, 6, 3, 3]","['C', 'A', 'E', 'F', 'H', 'F', 'A', 'D']",D,5
8,121,"[6, 1, 2, 6, 2, 1, 3, 6]","['G', 'H', 'B', 'H', 'B', 'C', 'F', 'D']",D,5
8,122,"[5, 3, 3, 3, 6, 2, 4, 3]","['F', 'A', 'D', 'G', 'E', 'G', 'C', 'F']",F,3
8,123,"[5, 5, 6, 2, 1, 3, 3, 3]","['F', 'C', 'A', 'C', 'D', 'G', 'B', 'E']",E,4
8,124,"[6, 4, 1, 3, 3, 1, 4, 2]","['G', 'C', 'D', 'G', 'B', 'C', 'G', 'A']",A,0
8,125,"[4, 5, 2, 4, 3, 6, 3, 5]","['E', 'B', 'D', 'H', 'C', 'A', 'D', 'A']",A,0
8,126,"[3, 2, 2, 4, 1, 2, 3, 3]","['D', 'F', 'H', 'D', 'E', 'G', 'B', 'E']",E,4
8,127,"[1, 6, 5, 5, 6, 3, 1, 3]","['B', 'H', 'E', 'B', 'H', 'C', 'D', 'G']",G,2
8,128,"[4, 2, 1, 3, 4, 3, 6, 3]","['E', 'G', 'H', 'C', 'G', 'B', 'H', 'C']",C,6
8,129,"[4, 1, 1, 4, 5, 3, 6, 5]","['E', 'F', 'G', 'C', 'H', 'C', 'A', 'F']",F,3
8,130,"[6, 1, 6, 1, 4, 3, 5, 3]","['G', 'H', 'F', 'G', 'C', 'F', 'C', 'F']",F,3
8,131,"[5, 4, 5, 2, 4, 5, 1, 6]","['F', 'B', 'G', 'A', 'E', 'B', 'C', 'A']",A,0
8,132,"[1, 5, 5, 1, 6, 2, 4, 2]","['B', 'G', 'D', 'E', 'C', 'E', 'A', 'C']",C,6
8,133,"[1, 1, 1, 6, 2, 3, 1, 2]","['B', 'C', 'D', 'B', 'D', 'G', 'H', 'B']",B,7
8,134,"[3, 4, 6, 5, 6, 5, 6, 5]","['D', 'H', 'F', 'C', 'A', 'F', 'D', 'A']",A,0
8,135,"[1, 2, 2, 1, 3, 6, 4, 6]","['B', 'D', 'F', 'G', 'B', 'H', 'D', 'B']",B,7
8,136,"[4, 1, 1, 5, 2, 1, 6, 1]","['E', 'F', 'G', 'D', 'F', 'G', 'E', 'F']",F,3
8,137,"[5, 5, 3, 5, 4, 4, 1, 4]","['F', 'C', 'F', 'C', 'G', 'C', 'D', 'H']",H,1
8,138,"[1, 5, 6, 1, 5, 1, 2, 2]","['B', 'G', 'E', 'F', 'C', 'D', 'F', 'H']",H,1
8,139,"[4, 5, 3, 6, 3, 4, 6, 1]","['E', 'B', 'E', 'C', 'F', 'B', 'H', 'A']",A,0
8,140,"[3, 1, 2, 5, 5, 6, 4, 4]","['D', 'E', 'G', 'D', 'A', 'G', 'C', 'G']",G,2
8,141,"[1, 2, 3, 5, 3, 4, 6, 2]","['B', 'D', 'G', 'D', 'G', 'C', 'A', 'C']",C,6
8,142,"[5, 6, 4, 6, 4, 2, 5, 5]","['F', 'D', 'H', 'F', 'B', 'D', 'A', 'F']",F,3
8,143,"[2, 3, 2, 6, 4, 1, 5, 5]","['C', 'F', 'H', 'F', 'B', 'C', 'H', 'E']",E,4
8,144,"[6, 2, 3, 4, 3, 6, 2, 5]","['G', 'A', 'D', 'H', 'C', 'A', 'C', 'H']",H,1
8,145,"[5, 5, 5, 4, 2, 3, 1, 5]","['F', 'C', 'H', 'D', 'F', 'A', 'B', 'G']",G,2
8,146,"[3, 1, 4, 3, 6, 3, 2, 1]","['D', 'E', 'A', 'D', 'B', 'E', 'G', 'H']",H,1
8,147,"[3, 4, 3, 4, 5, 1, 1, 5]","['D', 'H', 'C', 'G', 'D', 'E', 'F', 'C']",C,6
8,148,"[5, 6, 6, 6, 5, 2, 1, 3]","['F', 'D', 'B', 'H', 'E', 'G', 'H', 'C']",C,6
8,149,"[1, 6, 6, 2, 3, 5, 1, 5]","['B', 'H', 'F', 'H', 'C', 'H', 'A', 'F']",F,3
8,150,"[4, 6, 3, 1, 2, 6, 1, 4]","['E', 'C', 'F', 'G', 'A', 'G', 'H', 'D']",D,5
8,151,"[5, 6, 5, 5, 4, 5, 4, 1]","['F', 'D', 'A', 'F', 'B', 'G', 'C', 'D']",D,5
8,152,"[6, 6, 4, 6, 1, 6, 6, 6]","['G', 'E', 'A', 'G', 'H', 'F', 'D', 'B']",B,7
8,153,"[1, 5, 6, 3, 6, 2, 2, 6]","['B', 'G', 'E', 'H', 'F', 'H', 'B', 'H']",H,1
8,154,"[2, 6, 6, 6, 1, 3, 1, 2]","['C', 'A', 'G', 'E', 'F', 'A', 'B', 'D']",D,5
8,155,"[2, 3, 3, 5, 1, 1, 6, 4]","['C', 'F', 'A', 'F', 'G', 'H', 'F', 'B']",B,7
8,156,"[5, 4, 5, 5, 4, 4, 2, 4]","['F', 'B', 'G', 'D', 'H', 'D', 'F', 'B']",B,7
8,157,"[2, 5, 2, 4, 2, 5, 6, 5]","['C', 'H', 'B', 'F', 'H', 'E', 'C', 'H']",H,1
8,158,"[6, 3, 3, 3, 5, 5, 5, 5]","['G', 'B', 'E', 'H', 'E', 'B', 'G', 'D']",D,5
8,159,"[3, 5, 5, 4, 4, 6, 1, 4]","['D', 'A', 'F', 'B', 'F', 'D', 'E', 'A']",A,0
8,160,"[3, 3, 6, 2, 5, 4, 2, 1]","['D', 'G', 'E', 'G', 'D', 'H', 'B', 'C']",C,6
8,161,"[1, 1, 6, 2, 1, 1, 3, 6]","['B', 'C', 'A', 'C', 'D', 'E', 'H', 'F']",F,3
8,162,"[4, 3, 4, 4, 2, 1, 5, 3]","['E', 'H', 'D', 'H', 'B', 'C', 'H', 'C']",C,6
8,163,"[2, 1, 6, 2, 2, 5, 6, 6]","['C', 'D', 'B', 'D', 'F', 'C', 'A', 'G']",G,2
8,164,"[5, 3, 6, 2, 3, 5, 5, 4]","['F', 'A', 'G', 'A', 'D', 'A', 'F', 'B']",B,7
8,165,"[5, 3, 5, 6, 5, 3, 4, 1]","['F', 'A', 'F', 'D', 'A', 'D', 'H', 'A']",A,0
8,166,"[5, 4, 4, 5, 6, 3, 3, 3]","['F', 'B', 'F', 'C', 'A', 'D', 'G', 'B']",B,7
8,167,"[4, 5, 4, 2, 6, 6, 1, 5]","['E', 'B', 'F', 'H', 'F', 'D', 'E', 'B']",B,7
8,168,"[4, 3, 1, 4, 4, 3, 4, 3]","['E', 'H', 'A', 'E', 'A', 'D', 'H', 'C']",C,6
8,169,"[6, 4, 3, 4, 6, 3, 2, 1]","['G', 'C', 'F', 'B', 'H', 'C', 'E', 'F']",F,3
8,170,"[5, 3, 6, 6, 1, 3, 3, 2]","['F', 'A', 'G', 'E', 'F', 'A', 'D', 'F']",F,3
8,171,"[5, 2, 4, 6, 4, 4, 2, 5]","['F', 'H', 'D', 'B', 'F', 'B', 'D', 'A']",A,0
8,172,"[3, 5, 5, 5, 1, 4, 5, 2]","['D', 'A', 'F', 'C', 'D', 'H', 'E', 'G']",G,2
8,173,"[6, 2, 4, 4, 3, 3, 3, 5]","['G', 'A', 'E', 'A', 'D', 'G', 'B', 'G']",G,2
8,174,"[4, 6, 2, 3, 5, 5, 2, 6]","['E', 'C', 'E', 'H', 'E', 'B', 'D', 'B']",B,7
8,175,"[4, 1, 5, 2, 4, 4, 1, 4]","['E', 'F', 'C', 'E', 'A', 'E', 'F', 'B']",B,7
8,176,"[3, 5, 2, 2, 1, 3, 2, 3]","['D', 'A', 'C', 'E', 'F', 'A', 'C', 'F']",F,3
8,177,"[2, 6, 3, 5, 3, 4, 4, 2]","['C', 'A', 'D', 'A', 'D', 'H', 'D', 'F']",F,3
8,178,"[1, 4, 5, 4, 2, 1, 6, 1]","['B', 'F', 'C', 'G', 'A', 'B', 'H', 'A']",A,0
8,179,"[5, 1, 2, 4, 6, 4, 2, 3]","['F', 'G', 'A', 'E', 'C', 'G', 'A', 'D']",D,5
8,180,"[6, 6, 1, 5, 5, 2, 3, 2]","['G', 'E', 'F', 'C', 'H', 'B', 'E', 'G']",G,2
8,181,"[5, 3, 6, 4, 1, 2, 6, 2]","['F', 'A', 'G', 'C', 'D', 'F', 'D', 'F']",F,3
8,182,"[5, 3, 6, 3, 5, 1, 5, 2]","['F', 'A', 'G', 'B', 'G', 'H', 'E', 'G']",G,2
8,183,"[2, 2, 4, 4, 1, 4, 5, 1]","['C', 'E', 'A', 'E', 'F', 'B', 'G', 'H']",H,1
8,184,"[6, 1, 6, 2, 5, 3, 1, 1]","['G', 'H', 'F', 'H', 'E', 'H', 'A', 'B']",B,7
8,185,"[3, 4, 3, 1, 2, 4, 5, 5]","['D', 'H', 'C', 'D', 'F', 'B', 'G', 'D']",D,5
8,186,"[1, 6, 2, 5, 1, 4, 4, 5]","['B', 'H', 'B', 'G', 'H', 'D', 'H', 'E']",E,4
8,187,"[6, 2, 3, 2, 3, 1, 4, 6]","['G', 'A', 'D', 'F', 'A', 'B', 'F', 'D']",D,5
8,188,"[1, 6, 1, 3, 5, 2, 1, 2]","['B', 'H', 'A', 'D', 'A', 'C', 'D', 'F']",F,3
8,189,"[5, 4, 6, 6, 2, 3, 4, 2]","['F', 'B', 'H', 'F', 'H', 'C', 'G', 'A']",A,0
8,190,"[3, 5, 5, 1, 5, 4, 6, 1]","['D', 'A', 'F', 'G', 'D', 'H', 'F', 'G']",G,2
8,191,"[6, 1, 2, 1, 5, 5, 3, 1]","['G', 'H', 'B', 'C', 'H', 'E', 'H', 'A']",A,0
8,192,"[1, 4, 3, 3, 5, 4, 6, 4]","['B', 'F', 'A', 'D', 'A', 'E', 'C', 'G']",G,2
8,193,"[2, 6, 3, 2, 1, 5, 3, 2]","['C', 'A', 'D', 'F', 'G', 'D', 'G', 'A']",A,0
8,194,"[3, 6, 3, 2, 4, 2, 1, 5]","['D', 'B', 'E', 'G', 'C', 'E', 'F', 'C']",C,6
8,195,"[4, 5, 6, 4, 1, 4, 1, 4]","['E', 'B', 'H', 'D', 'E', 'A', 'B', 'F']",F,3
8,196,"[2, 1, 6, 4, 1, 6, 2, 2]","['C', 'D', 'B', 'F', 'G', 'E', 'G', 'A']",A,0
8,197,"[5, 4, 2, 1, 2, 4, 1, 1]","['F', 'B', 'D', 'E', 'G', 'C', 'D', 'E']",E,4
8,198,"[3, 1, 6, 2, 5, 5, 5, 1]","['D', 'E', 'C', 'E', 'B', 'G', 'D', 'E']",E,4
8,199,"[2, 1, 5, 1, 4, 2, 4, 3]","['C', 'D', 'A', 'B', 'F', 'H', 'D', 'G']",G,2
8,200,"[2, 3, 4, 4, 3, 4, 5, 5]","['C', 'F', 'B', 'F', 'A', 'E', 'B', 'G']",G,2
8,201,"[2, 6, 6, 2, 3, 4, 6, 1]","['C', 'A', 'G', 'A', 'D', 'H', 'F', 'G']",G,2
8,202,"[2, 2, 5, 5, 5, 2, 2, 3]","['C', 'E', 'B', 'G', 'D', 'F', 'H', 'C']",C,6
8,203,"[2, 4, 2, 1, 5, 5, 3, 3]","['C', 'G', 'A', 'B', 'G', 'D', 'G', 'B']",B,7
8,204,"[5, 4, 4, 6, 4, 2, 5, 1]","['F', 'B', 'F', 'D', 'H', 'B', 'G', 'H']",H,1
8,205,"[2, 4, 5, 4, 5, 4, 3, 1]","['C', 'G', 'D', 'H', 'E', 'A', 'D', 'E']",E,4
8,206,"[4, 3, 1, 6, 2, 1, 5, 1]","['E', 'H', 'A', 'G', 'A', 'B', 'G', 'H']",H,1
8,207,"[4, 4, 5, 3, 4, 5, 6, 2]","['E', 'A', 'F', 'A', 'E', 'B', 'H', 'B']",B,7
8,208,"[6, 6, 1, 2, 6, 1, 1, 3]","['G', 'E', 'F', 'H', 'F', 'G', 'H', 'C']",C,6
8,209,"[1, 1, 6, 2, 1, 6, 4, 1]","['B', 'C', 'A', 'C', 'D', 'B', 'F', 'G']",G,2
8,210,"[1, 3, 6, 6, 1, 5, 2, 5]","['B', 'E', 'C', 'A', 'B', 'G', 'A', 'F']",F,3
8,211,"[5, 5, 5, 4, 5, 2, 2, 4]","['F', 'C', 'H', 'D', 'A', 'C', 'E', 'A']",A,0
8,212,"[6, 6, 4, 4, 6, 1, 1, 3]","['G', 'E', 'A', 'E', 'C', 'D', 'E', 'H']",H,1
8,213,"[2, 2, 6, 5, 4, 3, 5, 3]","['C', 'E', 'C', 'H', 'D', 'G', 'D', 'G']",G,2
8,214,"[1, 5, 2, 1, 4, 4, 6, 2]","['B', 'G', 'A', 'B', 'F', 'B', 'H', 'B']",B,7
8,215,"[5, 5, 2, 5, 3, 3, 5, 5]","['F', 'C', 'E', 'B', 'E', 'H', 'E', 'B']",B,7
8,216,"[3, 2, 1, 1, 3, 3, 4, 6]","['D', 'F', 'G', 'H', 'C', 'F', 'B', 'H']",H,1
8,217,"[4, 4, 2, 4, 1, 4, 1, 4]","['E', 'A', 'C', 'G', 'H', 'D', 'E', 'A']",A,0
8,218,"[1, 5, 5, 5, 6, 4, 5, 5]","['B', 'G', 'D', 'A', 'G', 'C', 'H', 'E']",E,4
8,219,"[3, 6, 5, 2, 3, 2, 3, 2]","['D', 'B', 'G', 'A', 'D', 'F', 'A', 'C']",C,6
8,220,"[5, 3, 6, 1, 4, 3, 4, 4]","['F', 'A', 'G', 'H', 'D', 'G', 'C', 'G']",G,2
8,221,"[2, 1, 6, 1, 3, 2, 1, 1]","['C', 'D', 'B', 'C', 'F', 'H', 'A', 'B']",B,7
8,222,"[1, 6, 6, 1, 6, 2, 4, 6]","['B', 'H', 'F', 'G', 'E', 'G', 'C', 'A']",A,0
8,223,"[6, 5, 6, 4, 3, 6, 4, 6]","['G', 'D', 'B', 'F', 'A', 'G', 'C', 'A']",A,0
8,224,"[6, 1, 6, 2, 2, 6, 5, 5]","['G', 'H', 'F', 'H', 'B', 'H', 'E', 'B']",B,7
8,225,"[3, 5, 6, 3, 6, 1, 2, 4]","['D', 'A', 'G', 'B', 'H', 'A', 'C', 'G']",G,2
8,226,"[4, 6, 1, 2, 3, 4, 1, 3]","['E', 'C', 'D', 'F', 'A', 'E', 'F', 'A']",A,0
8,227,"[1, 4, 6, 5, 1, 3, 6, 6]","['B', 'F', 'D', 'A', 'B', 'E', 'C', 'A']",A,0
8,228,"[5, 6, 1, 3, 1, 2, 5, 1]","['F', 'D', 'E', 'H', 'A', 'C', 'H', 'A']",A,0
8,229,"[6, 6, 3, 4, 4, 4, 5, 3]","['G', 'E', 'H', 'D', 'H', 'D', 'A', 'D']",D,5
8,230,"[4, 6, 3, 3, 1, 6, 1, 1]","['E', 'C', 'F', 'A', 'B', 'H', 'A', 'B']",B,7
8,231,"[5, 3, 3, 2, 4, 4, 6, 1]","['F', 'A', 'D', 'F', 'B', 'F', 'D', 'E']",E,4
8,232,"[1, 1, 1, 4, 1, 1, 2, 5]","['B', 'C', 'D', 'H', 'A', 'B', 'D', 'A']",A,0
8,233,"[5, 6, 2, 3, 4, 5, 5, 6]","['F', 'D', 'F', 'A', 'E', 'B', 'G', 'E']",E,4
8,234,"[1, 1, 5, 1, 4, 6, 3, 4]","['B', 'C', 'H', 'A', 'E', 'C', 'F', 'B']",B,7
8,235,"[2, 1, 2, 5, 6, 6, 2, 1]","['C', 'D', 'F', 'C', 'A', 'G', 'A', 'B']",B,7
8,236,"[6, 3, 5, 3, 2, 2, 4, 5]","['G', 'B', 'G', 'B', 'D', 'F', 'B', 'G']",G,2
8,237,"[6, 1, 2, 2, 5, 1, 1, 5]","['G', 'H', 'B', 'D', 'A', 'B', 'C', 'H']",H,1
8,238,"[6, 5, 3, 3, 6, 6, 6, 4]","['G', 'D', 'G', 'B', 'H', 'F', 'D', 'H']",H,1
8,239,"[4, 1, 3, 2, 1, 3, 1, 6]","['E', 'F', 'A', 'C', 'D', 'G', 'H', 'F']",F,3
8,240,"[5, 1, 3, 3, 1, 6, 1, 4]","['F', 'G', 'B', 'E', 'F', 'D', 'E', 'A']",A,0
8,241,"[2, 2, 1, 1, 3, 3, 4, 2]","['C', 'E', 'F', 'G', 'B', 'E', 'A', 'C']",C,6
8,242,"[1, 3, 5, 1, 4, 1, 4, 6]","['B', 'E', 'B', 'C', 'G', 'H', 'D', 'B']",B,7
8,243,"[4, 1, 5, 1, 4, 4, 1, 3]","['E', 'F', 'C', 'D', 'H', 'D', 'E', 'H']",H,1
8,244,"[1, 6, 3, 3, 4, 3, 1, 1]","['B', 'H', 'C', 'F', 'B', 'E', 'F', 'G']",G,2
8,245,"[4, 5, 3, 4, 5, 1, 2, 4]","['E', 'B', 'E', 'A', 'F', 'G', 'A', 'E']",E,4
8,246,"[6, 6, 4, 5, 5, 6, 5, 2]","['G', 'E', 'A', 'F', 'C', 'A', 'F', 'H']",H,1
8,247,"[1, 4, 1, 6, 4, 1, 6, 2]","['B', 'F', 'G', 'E', 'A', 'B', 'H', 'B']",B,7
8,248,"[2, 1, 5, 3, 1, 5, 2, 6]","['C', 'D', 'A', 'D', 'E', 'B', 'D', 'B']",B,7
8,249,"[4, 2, 4, 6, 1, 1, 1, 3]","['E', 'G', 'C', 'A', 'B', 'C', 'D', 'G']",G,2
8,250,"[3, 5, 4, 4, 1, 2, 1, 3]","['D', 'A', 'E', 'A', 'B', 'D', 'E', 'H']",H,1
8,251,"[2, 6, 5, 1, 2, 3, 6, 6]","['C', 'A', 'F', 'G', 'A', 'D', 'B', 'H']",H,1
8,252,"[6, 1, 5, 5, 6, 2, 3, 3]","['G', 'H', 'E', 'B', 'H', 'B', 'E', 'H']",H,1
8,253,"[3, 4, 3, 1, 3, 2, 1, 2]","['D', 'H', 'C', 'D', 'G', 'A', 'B', 'D']",D,5
8,254,"[1, 2, 3, 2, 6, 2, 2, 6]","['B', 'D', 'G', 'A', 'G', 'A', 'C', 'A']",A,0
8,255,"[3, 4, 2, 2, 4, 2, 6, 4]","['D', 'H', 'B', 'D', 'H', 'B', 'H', 'D']",D,5
8,256,"[2, 1, 6, 1, 6, 6, 2, 6]","['C', 'D', 'B', 'C', 'A', 'G', 'A', 'G']",G,2
8,257,"[4, 4, 3, 4, 1, 2, 6, 5]","['E', 'A', 'D', 'H', 'A', 'C', 'A', 'F']",F,3
8,258,"[5, 3, 6, 6, 5, 5, 6, 4]","['F', 'A', 'G', 'E', 'B', 'G', 'E', 'A']",A,0
8,259,"[1, 6, 5, 2, 4, 6, 6, 2]","['B', 'H', 'E', 'G', 'C', 'A', 'G', 'A']",A,0
8,260,"[4, 2, 3, 3, 5, 4, 2, 4]","['E', 'G', 'B', 'E', 'B', 'F', 'H', 'D']",D,5
8,261,"[6, 4, 2, 6, 2, 2, 4, 4]","['G', 'C', 'E', 'C', 'E', 'G', 'C', 'G']",G,2
8,262,"[2, 6, 1, 5, 1, 1, 5, 6]","['C', 'A', 'B', 'G', 'H', 'A', 'F', 'D']",D,5
8,263,"[3, 2, 6, 2, 1, 1, 3, 2]","['D', 'F', 'D', 'F', 'G', 'H', 'C', 'E']",E,4
8,264,"[5, 2, 1, 1, 1, 5, 2, 3]","['F', 'H', 'A', 'B', 'C', 'H', 'B', 'E']",E,4
8,265,"[1, 2, 4, 4, 4, 2, 4, 4]","['B', 'D', 'H', 'D', 'H', 'B', 'F', 'B']",B,7
8,266,"[3, 1, 3, 5, 3, 2, 6, 4]","['D', 'E', 'H', 'E', 'H', 'B', 'H', 'D']",D,5
8,267,"[3, 4, 4, 3, 1, 2, 6, 1]","['D', 'H', 'D', 'G', 'H', 'B', 'H', 'A']",A,0
8,268,"[6, 1, 4, 1, 5, 4, 2, 6]","['G', 'H', 'D', 'E', 'B', 'F', 'H', 'F']",F,3
8,269,"[2, 3, 3, 3, 6, 1, 6, 1]","['C', 'F', 'A', 'D', 'B', 'C', 'A', 'B']",B,7
8,270,"[3, 1, 6, 1, 2, 5, 3, 6]","['D', 'E', 'C', 'D', 'F', 'C', 'F', 'D']",D,5
8,271,"[6, 3, 1, 2, 3, 6, 4, 3]","['G', 'B', 'C', 'E', 'H', 'F', 'B', 'E']",E,4
8,272,"[2, 3, 3, 6, 1, 3, 1, 5]","['C', 'F', 'A', 'G', 'H', 'C', 'D', 'A']",A,0
8,273,"[6, 6, 6, 6, 4, 2, 6, 1]","['G', 'E', 'C', 'A', 'E', 'G', 'E', 'F']",F,3
8,274,"[2, 5, 6, 2, 3, 1, 4, 5]","['C', 'H', 'F', 'H', 'C', 'D', 'H', 'E']",E,4
8,275,"[3, 3, 2, 3, 3, 5, 6, 6]","['D', 'G', 'A', 'D', 'G', 'D', 'B', 'H']",H,1
